/* 
Selezionare tutti i corsi di laurea con i relativi corsi e insegnanti
*/

SELECT *
FROM degrees
JOIN courses ON courses.degree_id = degrees.id
JOIN course_teacher ON course_teacher.course_id = courses.id
JOIN teachers ON course_teacher.teacher_id = teachers.id

id,department_id,name,level,address,email,website,id,degree_id,name,description,period,year,cfu,website,course_id,teacher_id,id,name,surname,phone,email,office_address,office_number
24,4,"Corso di Laurea Magistrale in Ingegneria dell'Automazione",magistrale,"Strada Ippolito 684",ingegneria-dellautomazione@uni.it,www.ingegneria-dellautomazione.uni.it,424,24,"laboriosam quia veritatis","Qui autem et commodi sunt. Voluptas quam pariatur ipsa labore quae. Maxime sint aperiam vitae minus culpa explicabo.","I semestre",2,4,www.reiciendis.uni.it,424,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
27,4,"Corso di Laurea Magistrale in Cybersecurity",magistrale,"Piazza Quasimodo 14",cybersecurity@uni.it,www.cybersecurity.uni.it,462,27,"provident culpa labore","Dolorum eaque quibusdam sit occaecati sapiente. Velit velit sit minus est sunt. Id quo qui reiciendis officiis explicabo. Aut architecto omnis maxime qui nihil temporibus vel est.","I semestre",2,11,www.quia.uni.it,462,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it,520,31,"ducimus sapiente at","Qui reiciendis non sint doloribus ut temporibus. Qui temporibus optio et unde aperiam incidunt. Consequuntur est qui eum dolorum. Aliquid nihil voluptatem assumenda.","I semestre",1,14,www.reprehenderit.uni.it,520,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it,525,31,"quia eos doloremque","Consequatur qui facilis eveniet tenetur quisquam iure nam. Distinctio nulla aut autem perspiciatis iste dignissimos harum. Qui velit aut cum id atque sapiente eveniet.","II semestre",1,14,NULL,525,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
32,6,"Corso di Laurea in Dietistica",triennale,"Via Giovanna 10",dietistica@uni.it,www.dietistica.uni.it,548,32,"illum sit dolores","Quis vel et expedita. Molestiae ex ea facilis qui in. Praesentium ducimus voluptates quasi omnis sit. Consequatur repudiandae perferendis sapiente et quasi laborum.","I semestre",2,13,NULL,548,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
36,6,"Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie",magistrale,"Via D'angelo 9 Piano 8",scienze-delle-professioni-sanitarie@uni.it,www.scienze-delle-professioni-sanitarie.uni.it,625,36,"necessitatibus aut quis","Quas dolores aut libero ipsa eveniet error maxime. Magni qui in ut repudiandae possimus eum non libero. Omnis optio et fugiat.","I semestre",1,7,www.asperiores.uni.it,625,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
40,7,"Corso di Laurea in Igiene Dentale",triennale,"Rotonda Martini 446",igiene-dentale@uni.it,www.igiene-dentale.uni.it,714,40,"qui voluptas illum","Est culpa consequatur eum est. Officiis iste sint et odit culpa a in. Laboriosam expedita distinctio delectus inventore autem.","II semestre",3,4,NULL,714,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
46,8,"Corso di Laurea in Chimica Industriale",triennale,"Contrada Guerra 3",chimica-industriale@uni.it,www.chimica-industriale.uni.it,818,46,"illo delectus repellendus","Excepturi non ut omnis rerum eos. Libero eaque dignissimos officiis qui repellat atque quos. Perspiciatis odit assumenda commodi fugiat non. Et saepe voluptatem natus consequuntur veritatis.","I semestre",1,3,www.nihil.uni.it,818,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
64,10,"Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia",magistrale,"Incrocio Milani 70 Appartamento 93",relazioni-internazionali-e-diplomazia@uni.it,www.relazioni-internazionali-e-diplomazia.uni.it,1126,64,"quae vitae nisi","Unde dicta suscipit quo quasi vero. Earum illo quo tenetur ducimus aperiam omnis.","II semestre",2,7,www.consequatur.uni.it,1126,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
67,11,"Corso di Laurea in Statistica per le Tecnologie e le Scienze",triennale,"Rotonda Bianchi 27 Appartamento 28",statistica-per-le-tecnologie-e-le-scienze@uni.it,www.statistica-per-le-tecnologie-e-le-scienze.uni.it,1164,67,"quia rerum et","Magni facilis aperiam esse minima velit blanditiis. Amet quia omnis eligendi accusamus impedit. Delectus voluptatem quis perspiciatis temporibus ut.","II semestre",1,7,www.consequatur.uni.it,1164,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
69,12,"Corso di Laurea in Lettere",triennale,"Rotonda Moretti 6",lettere@uni.it,www.lettere.uni.it,1207,69,"magnam voluptatem harum","Nulla nemo aut eligendi ducimus voluptates. Eos ut earum vitae dolores est assumenda. Inventore voluptatem doloribus rerum quia. Quo ex magni perferendis id saepe qui itaque aperiam.","II semestre",2,11,NULL,1207,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
70,12,"Corso di Laurea in Lingue, Letterature e Mediazione Culturale",triennale,"Contrada Lombardi 7",lingue-letterature-e-mediazione-culturale@uni.it,www.lingue-letterature-e-mediazione-culturale.uni.it,1235,70,"ut earum eum","Sint ipsa vero unde minus delectus ut. Cum et sed aut.","I semestre",3,7,NULL,1235,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
71,12,"Corso di Laurea Magistrale in Filologia Moderna",magistrale,"Strada Sartori 45",filologia-moderna@uni.it,www.filologia-moderna.uni.it,1253,71,"porro est eum","Omnis aut quidem quod voluptas et laboriosam. Voluptatum facere quisquam ipsa illum aliquam. Eos eius non voluptates. Inventore et voluptate quia alias consequatur.","I semestre",2,5,NULL,1253,58,58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125
12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,201,12,"sit vero tempora","In dignissimos culpa deserunt nostrum reprehenderit. Optio rerum non aut officia ad maiores. Nulla aut dolor molestiae aut et qui. Incidunt et officia nemo incidunt earum.","II semestre",2,7,www.ut.uni.it,201,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
22,4,"Corso di Laurea in Ingegneria Elettronica",triennale,"Contrada Patrizio 91 Appartamento 25",ingegneria-elettronica@uni.it,www.ingegneria-elettronica.uni.it,385,22,"aut consequatur exercitationem","Molestiae nesciunt numquam doloremque cumque dolores sunt libero sed. Dolorum nihil quo provident voluptas itaque quam exercitationem. Fugiat occaecati architecto laboriosam fuga.","II semestre",1,11,NULL,385,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
35,6,"Corso di Laurea in Tecniche di Radiologia Medica",triennale,"Piazza Artes 317",tecniche-di-radiologia-medica@uni.it,www.tecniche-di-radiologia-medica.uni.it,606,35,"ut nostrum maxime","Ut saepe molestiae voluptatem consequatur. Quod sapiente sed expedita et omnis inventore atque. Labore numquam magni enim esse excepturi. Eum molestiae eum placeat et inventore.","II semestre",1,7,www.consequuntur.uni.it,606,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
36,6,"Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie",magistrale,"Via D'angelo 9 Piano 8",scienze-delle-professioni-sanitarie@uni.it,www.scienze-delle-professioni-sanitarie.uni.it,627,36,"similique veniam sit","Eaque porro vel sint ipsam. Fuga ut aperiam vitae natus ipsum ex unde. Blanditiis ut voluptatem officiis distinctio ea nemo quia. Harum reiciendis molestiae at neque minus.","II semestre",1,4,NULL,627,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
39,7,"Corso di Laurea in Fisioterapia",triennale,"Strada Parisi 5",fisioterapia@uni.it,www.fisioterapia.uni.it,673,39,"est in officia","Nihil sed ratione perspiciatis facere dolorem deserunt non neque. Quo sunt explicabo sunt aut. Officia omnis atque quae.","I semestre",1,14,NULL,673,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
41,7,"Corso di Laurea in Logopedia",triennale,"Strada Lisa 27",logopedia@uni.it,www.logopedia.uni.it,717,41,"magnam aut repellat","In rerum atque et repudiandae ut. Excepturi autem laboriosam magnam magnam quae et. Quo eveniet mollitia maxime magnam ipsam praesentium dolorem.","I semestre",1,8,NULL,717,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
55,9,"Corso di Laurea Magistrale in Economics and Finance",magistrale,"Strada Sanna 652",economics-and-finance@uni.it,www.economics-and-finance.uni.it,980,55,"unde architecto pariatur","Ipsum odit rerum et ullam accusamus a quis. Libero ex eum qui. Error praesentium blanditiis velit atque deserunt nobis esse. Sint et vel mollitia sint.","I semestre",1,9,www.et.uni.it,980,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
64,10,"Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia",magistrale,"Incrocio Milani 70 Appartamento 93",relazioni-internazionali-e-diplomazia@uni.it,www.relazioni-internazionali-e-diplomazia.uni.it,1116,64,"soluta alias fugiat","Autem sequi error rerum dolorem voluptates nemo laborum. Dolorem asperiores repellendus voluptates corporis ut harum. Consequatur et sunt eos. Omnis explicabo vitae laudantium sit est.","I semestre",1,14,www.officiis.uni.it,1116,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
64,10,"Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia",magistrale,"Incrocio Milani 70 Appartamento 93",relazioni-internazionali-e-diplomazia@uni.it,www.relazioni-internazionali-e-diplomazia.uni.it,1123,64,"deserunt enim non","Corrupti ut sit iure in sapiente. Qui et doloribus ut nostrum. Earum minus quam autem est pariatur aperiam ab.","I semestre",2,6,NULL,1123,59,59,Carlo,Monti,"+56 73 28324975",dpalumbo@rizzi.it,"Rotonda Teseo 9",17
11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,182,11,"quia labore vitae","Ut molestiae enim eum modi ut. Beatae officia repellat est ducimus sit. Pariatur minus aperiam officia velit.","I semestre",3,6,NULL,182,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,203,12,"architecto deleniti temporibus","Voluptas ea omnis totam consequuntur labore possimus. Inventore natus facere iusto porro placeat amet fugit. Placeat delectus quaerat alias qui. Qui qui earum aperiam ullam velit.","I semestre",3,13,www.ad.uni.it,203,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
13,2,"Corso di Laurea Magistrale in Astronomia",magistrale,"Via Samira 39",astronomia@uni.it,www.astronomia.uni.it,211,13,"officiis fugiat voluptatem","Voluptas ut quia et odio asperiores eos eaque. Ullam quidem in quis.","I semestre",1,3,NULL,211,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
16,3,"Corso di Laurea in Ingegneria per l'Ambiente e il Territorio",triennale,"Borgo Nestore 88 Piano 7",ingegneria-per-lambiente-e-il-territorio@uni.it,www.ingegneria-per-lambiente-e-il-territorio.uni.it,271,16,"est quos delectus","Quo consequatur quasi voluptatum consectetur et rerum voluptatibus. Fuga et quam consectetur in eveniet est facilis.","I semestre",3,10,NULL,271,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
18,3,"Corso di Laurea Magistrale in Ingegneria Civile",magistrale,"Contrada Moretti 163",ingegneria-civile@uni.it,www.ingegneria-civile.uni.it,308,18,"eveniet molestias quas","Quia omnis vero neque consequuntur adipisci debitis. Sunt voluptates numquam consequatur a dolor modi. Dolor doloribus molestiae laboriosam molestias.","I semestre",2,10,NULL,308,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
33,6,"Corso di Laurea in Infermieristica",triennale,"Incrocio Gentile 507 Appartamento 78",infermieristica@uni.it,www.infermieristica.uni.it,561,33,"dolore enim eius","Alias aut voluptatem accusamus provident aspernatur. Corporis ratione voluptatem quaerat nobis dolorem ipsam. Magni qui incidunt veritatis quia.","I semestre",1,14,www.ut.uni.it,561,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
35,6,"Corso di Laurea in Tecniche di Radiologia Medica",triennale,"Piazza Artes 317",tecniche-di-radiologia-medica@uni.it,www.tecniche-di-radiologia-medica.uni.it,614,35,"quo dolor aspernatur","Ut molestiae ducimus nesciunt error. Blanditiis nobis doloremque alias occaecati sed aspernatur. Vero odit enim architecto ratione quam sed. Molestiae perspiciatis fugiat odio dolor fugit in.","I semestre",3,15,www.non.uni.it,614,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
40,7,"Corso di Laurea in Igiene Dentale",triennale,"Rotonda Martini 446",igiene-dentale@uni.it,www.igiene-dentale.uni.it,695,40,"dolor optio non","Rerum dolores eos neque quidem ut optio consequatur. Quaerat consequatur aut sunt magnam. Nihil tempora sapiente et voluptas et. Molestiae voluptas alias provident voluptas nam et.","I semestre",1,7,www.repudiandae.uni.it,695,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
43,7,"Corso di Laurea in Tecniche di Neurofisiopatologia",triennale,"Incrocio Bibiana 32",tecniche-di-neurofisiopatologia@uni.it,www.tecniche-di-neurofisiopatologia.uni.it,774,43,"velit quo impedit","Et maxime totam et quo. Dolores ut vitae perspiciatis et fugit. Itaque molestiae nihil est quo est dolores.","I semestre",3,7,NULL,774,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
47,8,"Corso di Laurea in Scienza dei Materiali",triennale,"Rotonda Santoro 1 Appartamento 52",scienza-dei-materiali@uni.it,www.scienza-dei-materiali.uni.it,838,47,"quia omnis et","Et expedita cumque iusto dolore nihil illum. Nam eaque expedita sed distinctio consectetur. Numquam ab sit molestias cum. Inventore facere dolore debitis saepe qui nihil.","I semestre",1,10,www.aut.uni.it,838,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
54,9,"Corso di Laurea Magistrale in Business Administration",magistrale,"Rotonda Valentini 49",business-administration@uni.it,www.business-administration.uni.it,977,54,"quo ipsum ipsa","Porro et nemo animi aliquid dicta magnam. Autem ab aperiam saepe quia. Repellendus veritatis voluptatem animi et perferendis. Est dolores ipsa velit optio autem fugiat laboriosam.","II semestre",2,5,NULL,977,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
60,10,"Corso di Laurea in Relazioni Internazionali e Diritti Umani",triennale,"Borgo Fontana 865 Appartamento 53",relazioni-internazionali-e-diritti-umani@uni.it,www.relazioni-internazionali-e-diritti-umani.uni.it,1060,60,"labore rerum deleniti","Et sed pariatur veritatis dolorem et. Ab esse quia ipsum. Aperiam delectus accusantium fugit ut. Officia a qui corrupti facere.","II semestre",1,11,NULL,1060,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
63,10,"Corso di Laurea Magistrale in Innovazione e Servizio Sociale",magistrale,"Incrocio Lombardi 6 Appartamento 60",innovazione-e-servizio-sociale@uni.it,www.innovazione-e-servizio-sociale.uni.it,1112,63,"omnis ut amet","Reiciendis tempora quas repudiandae in. Illum distinctio voluptatem est ipsam et ullam et. Quis illo nulla blanditiis ab soluta.","I semestre",2,8,www.atque.uni.it,1112,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
74,12,"Corso di Laurea Magistrale in Linguistica",magistrale,"Strada Pellegrino 3 Appartamento 85",linguistica@uni.it,www.linguistica.uni.it,1291,74,"laboriosam aperiam ut","Neque vero temporibus sunt beatae consequatur. Consequatur quam ut rerum dolorem repellendus iste. Quasi magnam tempora nisi error omnis. Et explicabo iure eum reiciendis quos amet.","II semestre",1,12,NULL,1291,60,60,Eusebio,Conti,NULL,lleone@sala.com,"Strada Lino 8",9
3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,49,3,"odio odit id","Omnis excepturi ipsa modi earum aut necessitatibus. Blanditiis fugiat porro eum. Exercitationem eaque mollitia error magni ut omnis quidem. Quis et voluptas voluptas nobis temporibus placeat est ut.","I semestre",1,15,NULL,49,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
9,1,"Corso di Laurea Magistrale in Biotecnologie industriali",magistrale,"Rotonda Tommaso 806 Appartamento 21",biotecnologie-industriali@uni.it,www.biotecnologie-industriali.uni.it,146,9,"assumenda et sed","Molestiae culpa sed voluptas tenetur. A nulla similique beatae. Sed eum asperiores in.","I semestre",2,11,www.expedita.uni.it,146,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
15,3,"Corso di Laurea in Ingegneria Civile",triennale,"Rotonda Felicia 485 Piano 1",ingegneria-civile@uni.it,www.ingegneria-civile.uni.it,238,15,"ea ut autem","Sed reiciendis nostrum accusantium culpa corrupti minus. Enim dolores est minima dolore. Repellendus culpa sed vero ut quo voluptas natus aspernatur.","II semestre",1,10,NULL,238,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
22,4,"Corso di Laurea in Ingegneria Elettronica",triennale,"Contrada Patrizio 91 Appartamento 25",ingegneria-elettronica@uni.it,www.ingegneria-elettronica.uni.it,386,22,"labore sapiente quidem","Et illo qui harum pariatur pariatur rerum saepe nulla. Explicabo aliquid et qui aut deleniti ut. Accusamus distinctio quasi pariatur.","I semestre",2,3,www.incidunt.uni.it,386,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it,501,29,"esse rerum voluptas","Sit sequi aut est officia. Minima voluptas ad omnis. Vel qui beatae enim nihil asperiores.","I semestre",3,4,www.quo.uni.it,501,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
35,6,"Corso di Laurea in Tecniche di Radiologia Medica",triennale,"Piazza Artes 317",tecniche-di-radiologia-medica@uni.it,www.tecniche-di-radiologia-medica.uni.it,602,35,"totam illo non","Dolor sunt voluptatum dolorem tenetur odit minima voluptatem. Qui ut dolor cum hic. Quis reiciendis sed aut esse qui atque consectetur.","I semestre",1,13,www.nemo.uni.it,602,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
37,6,"Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata",magistrale,"Contrada Sala 9",scienze-e-tecniche-dellattivita-motoria-preventiva-e-adattata@uni.it,www.scienze-e-tecniche-dellattivita-motoria-preventiva-e-adattata.uni.it,644,37,"consectetur omnis sit","Ut recusandae vitae tempore. Omnis sit inventore quidem dignissimos. In consectetur omnis velit dolorem aliquid ratione. Veniam repudiandae ea est eos quo a aperiam. Suscipit enim quae autem est.","I semestre",2,4,www.consequatur.uni.it,644,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
45,8,"Corso di Laurea in Chimica",triennale,"Contrada Battaglia 163 Piano 6",chimica@uni.it,www.chimica.uni.it,806,45,"sit adipisci repudiandae","Exercitationem voluptas numquam ut enim. Aut delectus soluta explicabo et ex. Sapiente sapiente numquam voluptas sunt necessitatibus est quia.","I semestre",2,6,www.pariatur.uni.it,806,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
48,8,"Corso di Laurea in Scienze e Tecnologie per l'Ambiente",triennale,"Strada Lombardi 89 Piano 3",scienze-e-tecnologie-per-lambiente@uni.it,www.scienze-e-tecnologie-per-lambiente.uni.it,870,48,"et id dolores","Est qui vel sequi non nemo quidem omnis totam. Quis voluptates porro et tempora quo rerum ut. Itaque ut voluptas sed cum.","II semestre",2,9,www.id.uni.it,870,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
53,9,"Corso di Laurea in Economia",triennale,"Via Edvige 422",economia@uni.it,www.economia.uni.it,955,53,"sit eum libero","Tempora aut voluptas voluptatem quidem quae. Repellat repudiandae fugiat non ab iure suscipit. Saepe assumenda et tempora illum dolor. Nobis asperiores quod quia et facilis.","I semestre",3,7,NULL,955,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
58,10,"Corso di Laurea in Diritto dell'Economia",triennale,"Strada Miriana 2 Appartamento 06",diritto-delleconomia@uni.it,www.diritto-delleconomia.uni.it,1036,58,"perferendis nemo porro","Eos id harum molestiae perspiciatis error ipsum consequatur. Ut non assumenda earum quae. Voluptatem ad possimus eius qui deleniti. Quae officia officia in architecto autem.","II semestre",3,7,NULL,1036,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
63,10,"Corso di Laurea Magistrale in Innovazione e Servizio Sociale",magistrale,"Incrocio Lombardi 6 Appartamento 60",innovazione-e-servizio-sociale@uni.it,www.innovazione-e-servizio-sociale.uni.it,1107,63,"delectus quas quam","Molestiae itaque ut porro delectus id molestiae. Est alias veniam qui impedit unde. Qui et qui cupiditate aut architecto rerum. Natus adipisci saepe culpa aut ipsam aspernatur laboriosam eius.","II semestre",1,9,www.fugiat.uni.it,1107,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
64,10,"Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia",magistrale,"Incrocio Milani 70 Appartamento 93",relazioni-internazionali-e-diplomazia@uni.it,www.relazioni-internazionali-e-diplomazia.uni.it,1128,64,"accusamus aut ipsum","Libero esse cumque ex pariatur sint qui. Amet officia omnis praesentium rerum aperiam. Magnam saepe delectus omnis et fuga accusantium. Ut totam dolore eum et minima. Culpa quis illum aut.","II semestre",2,7,NULL,1128,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
69,12,"Corso di Laurea in Lettere",triennale,"Rotonda Moretti 6",lettere@uni.it,www.lettere.uni.it,1202,69,"velit et odit","Dolor sed doloribus laudantium optio. Assumenda mollitia et laudantium in dolor in. Deserunt quia sunt molestiae eius repellat dicta. Minus quia odit iure magni.","I semestre",2,7,NULL,1202,61,61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164
10,1,"Corso di Laurea Magistrale in Scienze della natura",magistrale,"Strada Negri 323",scienze-della-natura@uni.it,www.scienze-della-natura.uni.it,159,10,"ut doloribus dicta","Illo omnis fuga omnis modi est asperiores. Mollitia voluptas qui et id nostrum vel. Cupiditate ipsam quo facilis dolor suscipit ullam.","II semestre",1,4,www.harum.uni.it,159,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,177,11,"maxime laboriosam quo","Rerum omnis voluptatem blanditiis ab voluptatibus qui iste. Id omnis voluptatem maxime. Explicabo aut nisi et quod. Hic qui dolorem unde illo.","I semestre",2,6,www.sapiente.uni.it,177,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
14,2,"Corso di Laurea Magistrale in Fisica",magistrale,"Piazza Nathan 77 Piano 2",fisica@uni.it,www.fisica.uni.it,231,14,"illum non accusamus","Nisi veritatis quis quo dolor incidunt nisi. Doloremque ullam occaecati sequi vel non deserunt. Commodi atque est soluta nihil vel eum. Numquam rerum sit odit explicabo aut ea.","I semestre",2,13,NULL,231,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
17,3,"Corso di Laurea in Ingegneria Edile - Architettura",triennale,"Piazza Pellegrini 64",ingegneria-edile-architettura@uni.it,www.ingegneria-edile-architettura.uni.it,284,17,"maiores cumque repudiandae","Quo corrupti vero omnis perspiciatis porro quisquam in. Quia et odit et explicabo dolorem. Qui nisi eveniet nihil sint.","II semestre",1,13,NULL,284,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
22,4,"Corso di Laurea in Ingegneria Elettronica",triennale,"Contrada Patrizio 91 Appartamento 25",ingegneria-elettronica@uni.it,www.ingegneria-elettronica.uni.it,399,22,"modi deleniti delectus","Veniam laborum voluptatem quas consectetur suscipit sit quidem. Veritatis ipsum et officiis perferendis iusto animi.","II semestre",3,6,NULL,399,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
36,6,"Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie",magistrale,"Via D'angelo 9 Piano 8",scienze-delle-professioni-sanitarie@uni.it,www.scienze-delle-professioni-sanitarie.uni.it,633,36,"architecto cumque iure","Molestiae recusandae voluptatem omnis ut minus. Aliquam voluptatum velit quia aut nisi dolore deserunt. Sed fuga aut delectus et sint ea est.","II semestre",2,5,www.porro.uni.it,633,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
47,8,"Corso di Laurea in Scienza dei Materiali",triennale,"Rotonda Santoro 1 Appartamento 52",scienza-dei-materiali@uni.it,www.scienza-dei-materiali.uni.it,851,47,"error deserunt ea","Ut commodi aut enim tempore expedita quia rerum at. Maiores excepturi laboriosam molestiae alias velit nobis perferendis. Itaque quis quis quaerat velit quo. Suscipit dicta velit accusantium.","II semestre",2,8,NULL,851,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
54,9,"Corso di Laurea Magistrale in Business Administration",magistrale,"Rotonda Valentini 49",business-administration@uni.it,www.business-administration.uni.it,975,54,"sed qui magnam","Vel eligendi doloremque error id sunt repudiandae. Ut commodi dolor laboriosam. Aut labore suscipit ipsum fugit non magni impedit. Exercitationem impedit qui aut rerum animi.","II semestre",2,6,www.cumque.uni.it,975,62,62,Ingrid,Mancini,"+13 048 26084137",msorrentino@milani.it,"Piazza Demian 856 Appartamento 63",159
